PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence)
132046,7118,less-than-thrilling thriller .,1,less-than-thrilling thriller .,2,1,1.6666666666666667
132047,7118,less-than-thrilling,0,less-than-thrilling,2,2,1.6666666666666667
52409,2592,laughed that hard,4,laughed that hard,2,2,1.6666666666666667
39288,1875,Boring and,0,Boring and,2,2,1.6666666666666667
52408,2592,laughed that hard in years,4,laughed that hard in years,2,2,1.6666666666666667
52407,2592,have not laughed that hard in years,4,have n't laughed that hard in years,2,2,1.6666666666666667
52406,2592,have not laughed that hard in years !,4,have n't laughed that hard in years !,2,2,1.6666666666666667
52405,2592,I have not laughed that hard in years !,4,I have n't laughed that hard in years !,2,2,1.6666666666666667
98638,5171,It 's always enthralling .,4,It 's always enthralling .,2,2,1.6666666666666667
71072,3625,half-assed film .,0,half-assed film .,2,2,1.6666666666666667
71071,3625,A half-assed film .,0,A half-assed film .,2,2,1.6666666666666667
84368,4362,"Lazy , miserable and smug .",0,"Lazy , miserable and smug .",2,2,1.6666666666666667
94129,4911,bore-athon .,0,bore-athon .,2,2,1.6666666666666667
132045,7118,A less-than-thrilling thriller .,0,A less-than-thrilling thriller .,2,2,1.6666666666666667
39287,1875,Boring and meandering,1,Boring and meandering,2,1,1.6666666666666667
94128,4911,Southern bore-athon .,1,Southern bore-athon .,2,1,1.6666666666666667
138325,7488,under-rehearsed and lifeless,0,under-rehearsed and lifeless,2,2,1.6666666666666667
39286,1875,Boring and meandering .,0,Boring and meandering .,2,2,1.6666666666666667
138326,7488,under-rehearsed and,0,under-rehearsed and,2,2,1.6666666666666667
138327,7488,under-rehearsed,1,under-rehearsed,2,1,1.6666666666666667
94127,4911,weepy Southern bore-athon .,0,weepy Southern bore-athon .,2,2,1.6666666666666667
111845,5936,that makes you appreciate original romantic comedies like Punch-Drunk Love,2,that makes you appreciate original romantic comedies like Punch-Drunk Love,4,2,1.6428571428571428
111846,5936,makes you appreciate original romantic comedies like Punch-Drunk Love,2,makes you appreciate original romantic comedies like Punch-Drunk Love,4,2,1.6428571428571428
111842,5936,mindless junk,1,mindless junk,2,1,1.6428571428571428
111841,5936,mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love,0,mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love,4,4,1.6428571428571428
111839,5936,'s mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,1,'s mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,4,3,1.6428571428571428
111848,5936,appreciate original romantic comedies like Punch-Drunk Love,2,appreciate original romantic comedies like Punch-Drunk Love,3,1,1.6428571428571428
111843,5936,like this that makes you appreciate original romantic comedies like Punch-Drunk Love,2,like this that makes you appreciate original romantic comedies like Punch-Drunk Love,4,2,1.6428571428571428
111838,5936,It 's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,2,It 's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,4,2,1.6428571428571428
111840,5936,'s mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love,1,'s mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love,4,3,1.6428571428571428
111851,5936,like Punch-Drunk Love,2,like Punch-Drunk Love,2,0,1.6428571428571428
111850,5936,original romantic comedies,2,original romantic comedies,2,0,1.6428571428571428
111849,5936,appreciate original romantic comedies,4,appreciate original romantic comedies,3,1,1.6428571428571428
111847,5936,you appreciate original romantic comedies like Punch-Drunk Love,3,you appreciate original romantic comedies like Punch-Drunk Love,3,0,1.6428571428571428
111844,5936,this that makes you appreciate original romantic comedies like Punch-Drunk Love,2,this that makes you appreciate original romantic comedies like Punch-Drunk Love,4,2,1.6428571428571428
95765,5002,", they wo not enjoy the movie at all .",0,", they wo n't enjoy the movie at all .",3,3,1.625
95763,5002,"As for children , they wo not enjoy the movie at all .",1,"As for children , they wo n't enjoy the movie at all .",1,0,1.625
97293,5087,a series of tales told with the intricate preciseness of the best short story writing .,4,a series of tales told with the intricate preciseness of the best short story writing .,1,3,1.625
97294,5087,a series of tales,2,a series of tales,2,0,1.625
97295,5087,of tales,2,of tales,2,0,1.625
97296,5087,told with the intricate preciseness of the best short story writing .,4,told with the intricate preciseness of the best short story writing .,3,1,1.625
97297,5087,told with the intricate preciseness of the best short story writing,4,told with the intricate preciseness of the best short story writing,3,1,1.625
97298,5087,with the intricate preciseness of the best short story writing,3,with the intricate preciseness of the best short story writing,1,2,1.625
97299,5087,the intricate preciseness of the best short story writing,4,the intricate preciseness of the best short story writing,1,3,1.625
97304,5087,the best short story writing,4,the best short story writing,1,3,1.625
97300,5087,the intricate preciseness,3,the intricate preciseness,2,1,1.625
97305,5087,best short story writing,4,best short story writing,1,3,1.625
95770,5002,enjoy the movie,4,enjoy the movie,3,1,1.625
97301,5087,intricate preciseness,3,intricate preciseness,2,1,1.625
97302,5087,preciseness,2,preciseness,2,0,1.625
97303,5087,of the best short story writing,4,of the best short story writing,1,3,1.625
95769,5002,enjoy the movie at all,2,enjoy the movie at all,3,1,1.625
95768,5002,wo not enjoy the movie at all,0,wo n't enjoy the movie at all,3,3,1.625
95767,5002,wo not enjoy the movie at all .,1,wo n't enjoy the movie at all .,3,2,1.625
95764,5002,As for children,2,As for children,2,0,1.625
95766,5002,they wo not enjoy the movie at all .,0,they wo n't enjoy the movie at all .,3,3,1.625
97306,5087,best short,4,best short,2,2,1.625
97307,5087,story writing,2,story writing,2,0,1.625
97292,5087,... a series of tales told with the intricate preciseness of the best short story writing .,4,... a series of tales told with the intricate preciseness of the best short story writing .,1,3,1.625
76564,3937,so much passion,3,so much passion,2,1,1.6153846153846154
140202,7608,go down as one of the all-time great apocalypse movies,4,go down as one of the all-time great apocalypse movies,0,4,1.6153846153846154
147610,8032,not one clever line of dialogue,0,not one clever line of dialogue,2,2,1.6153846153846154
147609,8032,from the cast,2,from the cast,2,0,1.6153846153846154
147608,8032,decent performance,3,decent performance,2,1,1.6153846153846154
147607,8032,one decent performance,3,one decent performance,2,1,1.6153846153846154
147606,8032,one decent performance from the cast,2,one decent performance from the cast,3,1,1.6153846153846154
147605,8032,one decent performance from the cast and,3,one decent performance from the cast and,3,0,1.6153846153846154
140204,7608,one of the all-time great apocalypse movies,4,one of the all-time great apocalypse movies,4,0,1.6153846153846154
140201,7608,might go down as one of the all-time great apocalypse movies,4,might go down as one of the all-time great apocalypse movies,0,4,1.6153846153846154
76553,3937,'s been done before but never so vividly or with so much passion .,4,'s been done before but never so vividly or with so much passion .,1,3,1.6153846153846154
76554,3937,'s been done before but never so vividly or with so much passion,4,'s been done before but never so vividly or with so much passion,1,3,1.6153846153846154
147611,8032,not one clever line,0,not one clever line,2,2,1.6153846153846154
140210,7608,apocalypse,2,apocalypse,2,0,1.6153846153846154
140209,7608,apocalypse movies,2,apocalypse movies,2,0,1.6153846153846154
140208,7608,great apocalypse movies,2,great apocalypse movies,2,0,1.6153846153846154
140207,7608,all-time great apocalypse movies,4,all-time great apocalypse movies,2,2,1.6153846153846154
140206,7608,the all-time great apocalypse movies,4,the all-time great apocalypse movies,3,1,1.6153846153846154
140203,7608,as one of the all-time great apocalypse movies,4,as one of the all-time great apocalypse movies,4,0,1.6153846153846154
140200,7608,might go down as one of the all-time great apocalypse movies .,4,might go down as one of the all-time great apocalypse movies .,0,4,1.6153846153846154
76555,3937,been done before but never so vividly or with so much passion,4,been done before but never so vividly or with so much passion,1,3,1.6153846153846154
140198,7608,Reign of Fire just might go down as one of the all-time great apocalypse movies .,3,Reign of Fire just might go down as one of the all-time great apocalypse movies .,1,2,1.6153846153846154
76562,3937,so vividly,3,so vividly,2,1,1.6153846153846154
147601,8032,There 's not one decent performance from the cast and not one clever line of dialogue .,0,There 's not one decent performance from the cast and not one clever line of dialogue .,4,4,1.6153846153846154
76552,3937,It 's been done before but never so vividly or with so much passion .,4,It 's been done before but never so vividly or with so much passion .,1,3,1.6153846153846154
76563,3937,with so much passion,3,with so much passion,2,1,1.6153846153846154
76561,3937,never so vividly,3,never so vividly,2,1,1.6153846153846154
76560,3937,but never so vividly,2,but never so vividly,2,0,1.6153846153846154
147612,8032,one clever line,3,one clever line,2,1,1.6153846153846154
147613,8032,clever line,2,clever line,2,0,1.6153846153846154
76559,3937,before but never so vividly,3,before but never so vividly,2,1,1.6153846153846154
76558,3937,done before but never so vividly,3,done before but never so vividly,3,0,1.6153846153846154
76557,3937,been done before but never so vividly,3,been done before but never so vividly,1,2,1.6153846153846154
76556,3937,been done before but never so vividly or,3,been done before but never so vividly or,1,2,1.6153846153846154
147602,8032,'s not one decent performance from the cast and not one clever line of dialogue .,1,'s not one decent performance from the cast and not one clever line of dialogue .,4,3,1.6153846153846154
147603,8032,'s not one decent performance from the cast and not one clever line of dialogue,0,'s not one decent performance from the cast and not one clever line of dialogue,4,4,1.6153846153846154
147604,8032,one decent performance from the cast and not one clever line of dialogue,1,one decent performance from the cast and not one clever line of dialogue,3,2,1.6153846153846154
140205,7608,of the all-time great apocalypse movies,3,of the all-time great apocalypse movies,3,0,1.6153846153846154
140199,7608,just might go down as one of the all-time great apocalypse movies .,4,just might go down as one of the all-time great apocalypse movies .,0,4,1.6153846153846154
50883,2504,masterpeice,4,masterpeice,2,2,1.6
50879,2504,It 's a masterpeice .,4,It 's a masterpeice .,2,2,1.6
50881,2504,'s a masterpeice,2,'s a masterpeice,2,0,1.6
50880,2504,'s a masterpeice .,4,'s a masterpeice .,2,2,1.6
50882,2504,a masterpeice,4,a masterpeice,2,2,1.6
115549,6157,in boredom,1,in boredom,2,1,1.6
104742,5531,might just be the movie you 're looking for .,3,might just be the movie you 're looking for .,1,2,1.6
104727,5531,burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol,1,burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol,4,3,1.6
104745,5531,the movie you 're looking for,3,the movie you 're looking for,2,1,1.6
104744,5531,be the movie you 're looking for,3,be the movie you 're looking for,2,1,1.6
104743,5531,might just be the movie you 're looking for,4,might just be the movie you 're looking for,1,3,1.6
104741,5531,it might just be the movie you 're looking for .,3,it might just be the movie you 're looking for .,1,2,1.6
104740,5531,", it might just be the movie you 're looking for .",3,", it might just be the movie you 're looking for .",1,2,1.6
104739,5531,with A Christmas Carol,2,with A Christmas Carol,2,0,1.6
104738,5531,marathons,2,marathons,2,0,1.6
104737,5531,marathons and,2,marathons and,2,0,1.6
104736,5531,marathons and bored,2,marathons and bored,1,1,1.6
104735,5531,Wonderful Life,3,Wonderful Life,4,1,1.6
104734,5531,a Wonderful Life,2,a Wonderful Life,4,2,1.6
104733,5531,a Wonderful Life marathons and bored,1,a Wonderful Life marathons and bored,4,3,1.6
8031,329,letdown .,1,letdown .,2,1,1.6
104732,5531,It 's a Wonderful Life marathons and bored,1,It 's a Wonderful Life marathons and bored,4,3,1.6
104731,5531,on It 's a Wonderful Life marathons and bored,1,on It 's a Wonderful Life marathons and bored,4,3,1.6
104730,5531,burnt,2,burnt,2,0,1.6
104729,5531,burnt out,1,burnt out,2,1,1.6
104746,5531,you 're looking for,2,you 're looking for,2,0,1.6
104747,5531,'re looking for,2,'re looking for,2,0,1.6
152761,8336,it 's the perfect cure for insomnia .,1,it 's the perfect cure for insomnia .,3,2,1.6
41329,1984,", irredeemably awful .",0,", irredeemably awful .",2,2,1.6
8029,329,relative letdown .,0,relative letdown .,2,2,1.6
8028,329,A relative letdown .,0,A relative letdown .,2,2,1.6
8032,329,letdown,0,letdown,2,2,1.6
73053,3731,There is greatness here .,4,There is greatness here .,2,2,1.6
73054,3731,is greatness here .,4,is greatness here .,2,2,1.6
73055,3731,is greatness here,3,is greatness here,2,1,1.6
41328,1984,"Laughably , irredeemably awful .",0,"Laughably , irredeemably awful .",2,2,1.6
41330,1984,irredeemably awful .,0,irredeemably awful .,2,2,1.6
152762,8336,'s the perfect cure for insomnia .,0,'s the perfect cure for insomnia .,3,3,1.6
41331,1984,irredeemably awful,0,irredeemably awful,2,2,1.6
152767,8336,for insomnia,3,for insomnia,2,1,1.6
152766,8336,perfect cure,2,perfect cure,2,0,1.6
152765,8336,the perfect cure,3,the perfect cure,3,0,1.6
152764,8336,the perfect cure for insomnia,0,the perfect cure for insomnia,3,3,1.6
152763,8336,'s the perfect cure for insomnia,1,'s the perfect cure for insomnia,3,2,1.6
41332,1984,irredeemably,2,irredeemably,2,0,1.6
104728,5531,burnt out on It 's a Wonderful Life marathons and bored,1,burnt out on It 's a Wonderful Life marathons and bored,4,3,1.6
8030,329,relative,3,relative,2,1,1.6
104726,5531,'re burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol,1,'re burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol,4,3,1.6
115547,6157,drowned me in boredom,0,drowned me in boredom,2,2,1.6
73056,3731,is greatness,4,is greatness,2,2,1.6
73057,3731,greatness,3,greatness,2,1,1.6
104725,5531,you 're burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol,1,you 're burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol,4,3,1.6
29266,1355,Perhaps the grossest movie ever made .,0,Perhaps the grossest movie ever made .,2,2,1.6
29267,1355,Perhaps the grossest movie,0,Perhaps the grossest movie,2,2,1.6
29268,1355,the grossest movie,1,the grossest movie,2,1,1.6
152760,8336,then it 's the perfect cure for insomnia .,0,then it 's the perfect cure for insomnia .,2,2,1.6
29269,1355,grossest movie,0,grossest movie,2,2,1.6
29270,1355,grossest,1,grossest,2,1,1.6
152759,8336,", then it 's the perfect cure for insomnia .",1,", then it 's the perfect cure for insomnia .",2,1,1.6
115545,6157,The Pool drowned me in boredom .,1,The Pool drowned me in boredom .,2,1,1.6
115546,6157,drowned me in boredom .,0,drowned me in boredom .,2,2,1.6
152758,8336,"When it comes out on video , then it 's the perfect cure for insomnia .",0,"When it comes out on video , then it 's the perfect cure for insomnia .",2,2,1.6
104724,5531,If you 're burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol,2,If you 're burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol,4,2,1.6
104723,5531,"If you 're burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol , it might just be the movie you 're looking for .",3,"If you 're burnt out on It 's a Wonderful Life marathons and bored with A Christmas Carol , it might just be the movie you 're looking for .",4,1,1.6
115548,6157,drowned me,0,drowned me,2,2,1.6
64102,3243,funny thing,3,funny thing,3,0,1.5833333333333333
64111,3243,contrived nonsense,0,contrived nonsense,2,2,1.5833333333333333
64107,3243,mind all this contrived nonsense a bit,2,mind all this contrived nonsense a bit,0,2,1.5833333333333333
64106,3243,did not mind all this contrived nonsense a bit,2,did n't mind all this contrived nonsense a bit,0,2,1.5833333333333333
64108,3243,all this contrived nonsense a bit,0,all this contrived nonsense a bit,2,2,1.5833333333333333
64101,3243,The funny thing,3,The funny thing,3,0,1.5833333333333333
64110,3243,this contrived nonsense,1,this contrived nonsense,2,1,1.5833333333333333
64109,3243,all this contrived nonsense,1,all this contrived nonsense,2,1,1.5833333333333333
64100,3243,"The funny thing is , I did not mind all this contrived nonsense a bit .",2,"The funny thing is , I did n't mind all this contrived nonsense a bit .",0,2,1.5833333333333333
64105,3243,I did not mind all this contrived nonsense a bit,2,I did n't mind all this contrived nonsense a bit,0,2,1.5833333333333333
64104,3243,"is , I did not mind all this contrived nonsense a bit",3,"is , I did n't mind all this contrived nonsense a bit",0,3,1.5833333333333333
64103,3243,"is , I did not mind all this contrived nonsense a bit .",2,"is , I did n't mind all this contrived nonsense a bit .",0,2,1.5833333333333333
96856,5062,a performance that is masterly,4,a performance that is masterly,2,2,1.5714285714285714
96855,5062,gives a performance that is masterly,3,gives a performance that is masterly,2,1,1.5714285714285714
96857,5062,that is masterly,3,that is masterly,2,1,1.5714285714285714
5098,199,is a superior horror flick .,4,is a superior horror flick .,2,2,1.5714285714285714
96854,5062,gives a performance that is masterly .,4,gives a performance that is masterly .,2,2,1.5714285714285714
96853,5062,Bouquet gives a performance that is masterly .,4,Bouquet gives a performance that is masterly .,2,2,1.5714285714285714
5103,199,horror flick,2,horror flick,2,0,1.5714285714285714
5102,199,superior,3,superior,2,1,1.5714285714285714
96858,5062,is masterly,4,is masterly,2,2,1.5714285714285714
5097,199,This is a superior horror flick .,4,This is a superior horror flick .,1,3,1.5714285714285714
101023,5306,more perceptive,2,more perceptive,2,0,1.5714285714285714
5099,199,is a superior horror flick,4,is a superior horror flick,2,2,1.5714285714285714
101015,5306,"every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",1,"every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",4,3,1.5714285714285714
5101,199,superior horror flick,4,superior horror flick,2,2,1.5714285714285714
101005,5306,"It 's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary .",1,"It 's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary .",4,3,1.5714285714285714
101006,5306,"'s so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary .",0,"'s so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary .",4,4,1.5714285714285714
101007,5306,"'s so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",0,"'s so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",4,4,1.5714285714285714
101008,5306,'s so tedious,1,'s so tedious,2,1,1.5714285714285714
101009,5306,so tedious,1,so tedious,2,1,1.5714285714285714
101010,5306,"that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",3,"that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",4,1,1.5714285714285714
101011,5306,"it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",1,"it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",4,3,1.5714285714285714
5100,199,a superior horror flick,3,a superior horror flick,2,1,1.5714285714285714
101013,5306,"you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",1,"you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",4,3,1.5714285714285714
101014,5306,"forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",2,"forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",4,2,1.5714285714285714
101016,5306,"every fake , dishonest , entertaining and , ultimately , more perceptive moment",2,"every fake , dishonest , entertaining and , ultimately , more perceptive moment",1,1,1.5714285714285714
101017,5306,"fake , dishonest , entertaining and , ultimately , more perceptive moment",0,"fake , dishonest , entertaining and , ultimately , more perceptive moment",1,1,1.5714285714285714
101018,5306,"fake , dishonest",0,"fake , dishonest",2,2,1.5714285714285714
101019,5306,", entertaining and , ultimately , more perceptive moment",4,", entertaining and , ultimately , more perceptive moment",4,0,1.5714285714285714
96859,5062,masterly,3,masterly,2,1,1.5714285714285714
101020,5306,"entertaining and , ultimately , more perceptive moment",3,"entertaining and , ultimately , more perceptive moment",4,1,1.5714285714285714
101021,5306,"entertaining and , ultimately , more perceptive",4,"entertaining and , ultimately , more perceptive",4,0,1.5714285714285714
101022,5306,"entertaining and , ultimately ,",3,"entertaining and , ultimately ,",4,1,1.5714285714285714
101024,5306,in Bridget Jones 's Diary,2,in Bridget Jones 's Diary,2,0,1.5714285714285714
101025,5306,Bridget Jones 's Diary,2,Bridget Jones 's Diary,2,0,1.5714285714285714
101012,5306,"makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",2,"makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary",4,2,1.5714285714285714
129087,6942,gentle waking coma,2,gentle waking coma,3,1,1.5625
129089,6942,coma,0,coma,2,2,1.5625
129088,6942,waking coma,1,waking coma,2,1,1.5625
129086,6942,a gentle waking coma,1,a gentle waking coma,3,2,1.5625
129081,6942,simply lulls you into a gentle waking coma .,2,simply lulls you into a gentle waking coma .,3,1,1.5625
129076,6942,"loud and offensive , but more often",1,"loud and offensive , but more often",2,1,1.5625
129078,6942,", but more often",2,", but more often",2,0,1.5625
129075,6942,"Occasionally loud and offensive , but more often",1,"Occasionally loud and offensive , but more often",2,1,1.5625
129074,6942,"Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",1,"Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",3,2,1.5625
129079,6942,", it simply lulls you into a gentle waking coma .",0,", it simply lulls you into a gentle waking coma .",3,3,1.5625
129080,6942,it simply lulls you into a gentle waking coma .,1,it simply lulls you into a gentle waking coma .,3,2,1.5625
129077,6942,loud and offensive,2,loud and offensive,1,1,1.5625
129082,6942,lulls you into a gentle waking coma .,0,lulls you into a gentle waking coma .,3,3,1.5625
129083,6942,lulls you into a gentle waking coma,1,lulls you into a gentle waking coma,3,2,1.5625
129084,6942,lulls you,1,lulls you,2,1,1.5625
129085,6942,into a gentle waking coma,1,into a gentle waking coma,3,2,1.5625
49652,2434,Coppola has made a film of intoxicating atmosphere and little else .,3,Coppola has made a film of intoxicating atmosphere and little else .,4,1,1.5555555555555556
49653,2434,has made a film of intoxicating atmosphere and little else .,1,has made a film of intoxicating atmosphere and little else .,4,3,1.5555555555555556
49654,2434,has made a film of intoxicating atmosphere and little else,2,has made a film of intoxicating atmosphere and little else,4,2,1.5555555555555556
154359,8437,"The result is somewhat satisfying -- it still comes from Spielberg , who has never made anything that was not at least watchable .",3,"The result is somewhat satisfying -- it still comes from Spielberg , who has never made anything that was n't at least watchable .",4,1,1.5555555555555556
154361,8437,The result is somewhat satisfying --,3,The result is somewhat satisfying --,4,1,1.5555555555555556
66893,3394,a failure,0,a failure,2,2,1.5555555555555556
66894,3394,failure,0,failure,2,2,1.5555555555555556
49655,2434,made a film of intoxicating atmosphere and little else,2,made a film of intoxicating atmosphere and little else,4,2,1.5555555555555556
66892,3394,is a failure,0,is a failure,2,2,1.5555555555555556
66891,3394,is a failure .,0,is a failure .,2,2,1.5555555555555556
66890,3394,it is a failure .,0,it is a failure .,2,2,1.5555555555555556
49660,2434,intoxicating atmosphere,4,intoxicating atmosphere,2,2,1.5555555555555556
66889,3394,", it is a failure .",0,", it is a failure .",2,2,1.5555555555555556
66888,3394,that measure,2,that measure,2,0,1.5555555555555556
66887,3394,By that measure,2,By that measure,2,0,1.5555555555555556
66886,3394,"By that measure , it is a failure .",0,"By that measure , it is a failure .",2,2,1.5555555555555556
49659,2434,intoxicating atmosphere and,4,intoxicating atmosphere and,2,2,1.5555555555555556
49658,2434,intoxicating atmosphere and little else,2,intoxicating atmosphere and little else,2,0,1.5555555555555556
49657,2434,of intoxicating atmosphere and little else,1,of intoxicating atmosphere and little else,2,1,1.5555555555555556
49656,2434,a film of intoxicating atmosphere and little else,2,a film of intoxicating atmosphere and little else,1,1,1.5555555555555556
154360,8437,"The result is somewhat satisfying -- it still comes from Spielberg , who has never made anything that was not at least watchable",3,"The result is somewhat satisfying -- it still comes from Spielberg , who has never made anything that was n't at least watchable",4,1,1.5555555555555556
154372,8437,has never made anything that was not at least watchable,3,has never made anything that was n't at least watchable,0,3,1.5555555555555556
154362,8437,The result is somewhat satisfying,3,The result is somewhat satisfying,4,1,1.5555555555555556
154366,8437,"still comes from Spielberg , who has never made anything that was not at least watchable",3,"still comes from Spielberg , who has never made anything that was n't at least watchable",0,3,1.5555555555555556
154374,8437,anything that was not at least watchable,2,anything that was n't at least watchable,0,2,1.5555555555555556
154373,8437,made anything that was not at least watchable,2,made anything that was n't at least watchable,0,2,1.5555555555555556
154371,8437,who has never made anything that was not at least watchable,1,who has never made anything that was n't at least watchable,0,1,1.5555555555555556
154370,8437,"Spielberg ,",2,"Spielberg ,",2,0,1.5555555555555556
154369,8437,"Spielberg , who has never made anything that was not at least watchable",2,"Spielberg , who has never made anything that was n't at least watchable",0,2,1.5555555555555556
154368,8437,"from Spielberg , who has never made anything that was not at least watchable",2,"from Spielberg , who has never made anything that was n't at least watchable",0,2,1.5555555555555556
154376,8437,was not at least watchable,0,was n't at least watchable,2,2,1.5555555555555556
154367,8437,"comes from Spielberg , who has never made anything that was not at least watchable",3,"comes from Spielberg , who has never made anything that was n't at least watchable",0,3,1.5555555555555556
154375,8437,that was not at least watchable,1,that was n't at least watchable,2,1,1.5555555555555556
154365,8437,"it still comes from Spielberg , who has never made anything that was not at least watchable",3,"it still comes from Spielberg , who has never made anything that was n't at least watchable",0,3,1.5555555555555556
154363,8437,is somewhat satisfying,3,is somewhat satisfying,3,0,1.5555555555555556
154364,8437,somewhat satisfying,3,somewhat satisfying,3,0,1.5555555555555556
120342,6433,", but I suspect it might deliver again and again",3,", but I suspect it might deliver again and again",2,1,1.5454545454545454
120341,6433,", but I suspect it might deliver again and again .",4,", but I suspect it might deliver again and again .",2,2,1.5454545454545454
120344,6433,suspect it might deliver again and again,3,suspect it might deliver again and again,1,2,1.5454545454545454
120345,6433,it might deliver again and again,3,it might deliver again and again,1,2,1.5454545454545454
120346,6433,might deliver again and again,3,might deliver again and again,2,1,1.5454545454545454
120347,6433,deliver again and again,4,deliver again and again,2,2,1.5454545454545454
120340,6433,does Spider-Man,2,does Spider-Man,2,0,1.5454545454545454
120339,6433,does Spider-Man deliver,2,does Spider-Man deliver,2,0,1.5454545454545454
120338,6433,"does Spider-Man deliver , but I suspect it might deliver again and again .",4,"does Spider-Man deliver , but I suspect it might deliver again and again .",2,2,1.5454545454545454
120337,6433,"Not only does Spider-Man deliver , but I suspect it might deliver again and again .",4,"Not only does Spider-Man deliver , but I suspect it might deliver again and again .",1,3,1.5454545454545454
120343,6433,I suspect it might deliver again and again,3,I suspect it might deliver again and again,1,2,1.5454545454545454
145351,7898,mark Ms. Bullock 's best work in some time,4,mark Ms. Bullock 's best work in some time,3,1,1.5384615384615385
145343,7898,"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time .",3,"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time .",4,1,1.5384615384615385
145355,7898,in some time,2,in some time,2,0,1.5384615384615385
145346,7898,"The movie is hardly a masterpiece ,",1,"The movie is hardly a masterpiece ,",4,3,1.5384615384615385
145347,7898,The movie is hardly a masterpiece,0,The movie is hardly a masterpiece,4,4,1.5384615384615385
145348,7898,is hardly a masterpiece,0,is hardly a masterpiece,4,4,1.5384615384615385
145344,7898,"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time",3,"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time",4,1,1.5384615384615385
145350,7898,does mark Ms. Bullock 's best work in some time,3,does mark Ms. Bullock 's best work in some time,3,0,1.5384615384615385
145349,7898,it does mark Ms. Bullock 's best work in some time,4,it does mark Ms. Bullock 's best work in some time,3,1,1.5384615384615385
145353,7898,Ms. Bullock 's best work,3,Ms. Bullock 's best work,2,1,1.5384615384615385
145352,7898,mark Ms. Bullock 's best work,4,mark Ms. Bullock 's best work,2,2,1.5384615384615385
145345,7898,"The movie is hardly a masterpiece , but",2,"The movie is hardly a masterpiece , but",4,2,1.5384615384615385
145354,7898,Ms. Bullock 's,2,Ms. Bullock 's,2,0,1.5384615384615385
90041,4684,an `` ambitious failure,0,an `` ambitious failure,3,3,1.5333333333333334
90032,4684,The very definition,2,The very definition,2,0,1.5333333333333334
